time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
2.580000000000002,0.626680597747,0.917467021984,6.57341351235,0.147462563713,6.23303393375,0.0,0.707496124953,1.26982377748,4.46475360225,0.176546987525,-0.0438992783202,0.0,387.9600145852846,387.54084486204727,390.2429953748686,388.82876440078496
2.640000000000002,0.670060956217,0.99640271972,6.84198171871,0.158299319944,6.23043687971,0.0,0.73874262549,1.36229835075,4.48717991742,0.187696613774,-0.0420820220979,0.0,434.5451647181106,434.6964049507066,434.83983994514756,435.8050907551445
2.700000000000002,0.715556409545,1.08166484676,7.1154407827,0.170118758991,6.22762469438,0.0,0.778020940478,1.48089848141,4.62721824456,0.211019961049,-0.0587593677858,0.0,473.1952409392143,471.90828344476876,471.5793304979867,473.4124853962447
2.760000000000002,0.763513415272,1.17442491781,7.39795139604,0.182461543631,6.22455925315,0.0,0.820863502956,1.61233763455,4.78871776905,0.192155454257,-0.0390088417901,0.0,480.4069324756152,481.9007872725369,481.1694713080671,479.77684865153964
2.820000000000002,0.814139510203,1.27544771205,7.69066469292,0.194508404511,6.22254076557,0.0,0.866861366222,1.75623927976,4.96718684538,0.214022801916,-0.0246312775702,0.0,488.0114220807674,489.0831771185615,486.55741862467636,488.2270693330624
2.880000000000002,0.867421702681,1.38491674848,7.99168768408,0.207659425563,6.22179899984,0.0,0.909274236653,1.89391311044,5.06602099184,0.227886600248,0.00490409915447,0.0,465.89287335530514,468.1968402982616,465.53492490118987,466.66344056455506
2.940000000000002,0.92277776051,1.50129184182,8.29096420326,0.221605892569,6.22285545561,0.0,0.935903721275,1.98624629364,4.91022969911,0.240258283093,0.03530951675,0.0,380.7854582181516,383.68374141710177,382.14613944466385,383.3868815349343
3.000000000000002,0.980144676167,1.62499030913,8.58788890009,0.23568113051,6.22500849546,0.0,0.97606596474,2.13829986365,4.9864046694,0.219776638648,0.0370086475665,0.0,461.05361491237346,461.1883796005709,461.5369196047112,459.96960250798907
3.0600000000000023,1.04012951227,1.75912398884,8.89360560111,0.248879737376,6.22695504738,0.0,1.02308416879,2.33406770916,5.20253284586,0.220373359179,0.0212401513184,0.0,504.67030778844196,503.53096343421817,504.966366907499,505.0509502150485
3.1200000000000023,1.1024432473,1.90334456947,9.20452725202,0.261853887756,6.22893444592,0.0,1.05388454587,2.4743117665,5.16122276025,0.20633585721,0.0497247303363,0.0,426.5929052706787,429.0192116869729,428.57841082244073,427.4313918422207
3.1800000000000024,1.16662529387,2.05648166066,9.5140179632,0.273988106861,6.23215647762,0.0,1.08521219675,2.63122366177,5.15464543628,0.192447696852,0.0606539401467,0.0,440.0189287378885,440.92484885975887,440.51345135933894,439.40369884520874
3.2400000000000024,1.23254017687,2.21878405857,9.82146628398,0.285815048967,6.23573600645,0.0,1.11164361856,2.77974131597,5.09342976836,0.205103024977,0.0575912970129,0.0,422.9141993558891,422.6529713410471,422.3221411391471,423.452447300854
3.3000000000000025,1.30007329378,2.39074881886,10.1271115267,0.299305520854,6.23920026806,0.0,1.13911497308,2.95342411318,5.09412313364,0.248540224107,0.0580287690554,0.0,444.1916210798646,444.22980601302976,442.5416277225794,446.1510984437889
3.3600000000000025,1.36946955425,2.57530491541,10.438933793,0.314426552898,6.24240563625,0.0,1.17360146243,3.19972932243,5.29802607504,0.258182580725,0.0421005239191,0.0,508.93439921349295,507.7943401663213,508.1608897483145,508.90652389388373
3.4200000000000026,1.44063248323,2.77326081202,10.7576060275,0.329830805459,6.24481885734,0.0,1.1982232043,3.39998054318,5.32340126261,0.253685516848,0.0361677257698,0.0,457.59963373345823,457.12779812741616,458.47484617685814,458.1813917308048
3.4800000000000026,1.5131970781,2.98328023837,11.07706137,0.345199921543,6.2479103965,0.0,1.22031202136,3.60179343266,5.32422597243,0.260668252284,0.0717078035787,0.0,450.82278911477715,453.6874230346086,451.43007694520594,452.05795944716203
3.5400000000000027,1.58715224494,3.20698342308,11.4000943506,0.360302372853,6.2517012294,0.0,1.24433863055,3.85612859508,5.44184743185,0.220186192627,0.0347611038709,0.0,493.224337321631,490.489765587283,491.5563419748261,488.60187275962534
3.6000000000000028,1.6621755327,3.44288614462,11.7212302568,0.37306800474,6.25349086649,0.0,1.25631504344,4.00819663635,5.26290815167,0.19069821598,0.0174701493245,0.0,395.2097548939518,393.61273235355924,394.84978063574016,392.1692542638623
3.660000000000003,1.73796240675,3.68889405968,12.0337272218,0.384455282688,6.25457062345,0.0,1.26982640505,4.19280995468,5.15345479264,0.187905453906,0.019027271009,0.0,419.1905457527935,419.32582378477844,419.27938931708604,419.0740486525878
3.720000000000003,1.81465027557,3.94756806521,12.3431552605,0.39592423006,6.25570436598,0.0,1.28630019086,4.43030359142,5.15984573138,0.196945718359,0.0186312970914,0.0,459.9065499328255,459.875114454488,459.1745472237766,459.92547419451097
3.780000000000003,1.89243899477,4.22260646142,12.6574837678,0.407566092005,6.25666604389,0.0,1.30647847187,4.738176264,5.31575326262,0.187462510992,0.0102338714412,0.0,510.0373716019038,509.43703588753255,508.39868543299036,507.75012951590753
